gene,0
CASP1,0.1111111111111111
MORF4L2,0.09090909090909091
ASB9,0.0707070707070707
GCKR,0.0707070707070707
ST3GAL3,0.0707070707070707
BCAM,0.050505050505050504
CTC1,0.050505050505050504
SGCE,0.050505050505050504
VRK2,0.04040404040404041
FAM71A,0.04040404040404041
MIR4435-2HG,0.030303030303030304
TTC23,0.030303030303030304
SLIT2,0.030303030303030304
RINL,0.030303030303030304
RP11-34F20.7,0.030303030303030304
TYK2,0.030303030303030304
TM4SF1,0.030303030303030304
B3GNTL1,0.020202020202020204
TACC2,0.020202020202020204
SLC13A3,0.020202020202020204
ACVR2B-AS1,0.020202020202020204
DZIP1,0.020202020202020204
MID2,0.010101010101010102
ABHD3,0.010101010101010102
ALDH7A1P1,0.010101010101010102
RP11-440G5.2,0.010101010101010102
